XLSX,XLSM,PDF,DWG,SCANNED,DRAWING NAME,Rev,DIA,DIA_1,FACE,FACE_1,BEARINGMAX,BEARINGMIN,STEPS,OEM,TYPE,CUST,OriginatingCustomer,CUSTPN,CUSTREV,NEWBASEPRICE,Date,SUBCONTRACTOR,PRODUCTCODE,PREVPARTNo,DATECREATED,PartNo
W11614.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11614.xlsx#,#N/A,#N/A,W11614.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11614.dwg#,W11614_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11614_SCANNED.PDF#,W11614,*,4.095,4.095,38,38,1.1816,1.1812,4,UNKNOWN,"38""",PLASTIDOM - DOMINICAN REPUBLIC,PLASTIDOM - DOMINICAN REPUBLIC,F-GC-100,A-2,,12-Aug-15,,W,,10-Aug-15,W11614
#N/A,#N/A,#N/A,W11615.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11615.dwg#,W11615_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11615_SCANNED.PDF#,W11615,*,4,4,24,24,1.499,1.498,2,"GENERAL MILLS, INC.","42""",,"GENERAL MILLS, INC.",GMI-62558,0,,10-Aug-15,,W,,10-Aug-15,W11615
W11616.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11616.xlsx#,#N/A,#N/A,W11616.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11616.dwg#,#N/A,W11616,*,6.299,6.299,21.654,21.65,1.5748,1.5742,3,"UNKNOWN-21""",GENERAL CAPACITOR,,GENERAL CAPACITOR,XT-LDTJ-03-24-3-1,*,,20-Aug-15,,W,,20-Aug-15,W11616
#N/A,W11617.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11617.xlsm#,#N/A,W11617.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11617.dwg#,W11617_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11617_SCANNED.PDF#,W11617,*,7.874,7.874,82.008,82,1.7725,1.7717,4,UNKNOWN,"82""",CORRUGADOS- COLOMBIA,CORRUGADOS- COLOMBIA,PO,*,,11-Sep-15,,W,,17-Sep-15,W11617
#N/A,W11618.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11618.xlsm#,#N/A,W11618.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11618.dwg#,W11618_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11618_SCANNED.PDF#,W11618,*,4.724,4.724,34.433,34.43,1.1811,1.1806,3,UNKNOWN,"35""",SACOS MACEN - NICARAGUA,SACOS MACEN - NICARAGUA,PO,*,,2-Oct-15,,W,,30-Sep-15,W11618
#N/A,#N/A,#N/A,W11619.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11619.dwg#,#N/A,W11619,*,3.979,3.979,37,37,1.2495,1.249,3,BELL-MARK SALES,"37"" - AR5549",,BELL-MARK SALES,AR5549,*,,15-Sep-15,,W,,30-Sep-15,W11619
#N/A,#N/A,#N/A,W11620.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11620.dwg#,W11620_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11620_SCANNED.PDF#,W11620,*,6.066,6.066,51.772,51.77,1.1816,1.1812,4,MITSUBISHI,"51""","CARAUSTAR, TN","CARAUSTAR, TN",PO108093101,*,,17-Sep-15,,W,,30-Sep-15,W11620
#N/A,#N/A,#N/A,W11621.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11621.dwg#,W11621_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11621_SCANNED.PDF#,W11621,*,5.279,5.279,C,C,1.5752,1.5748,5,CARNEVALLI,,,ORGANIZACION SOLARTE - COLOMBIA,IFC.029.19-3,A3,,24-Sep-15,,W,,30-Sep-15,W11621
#N/A,W11622.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11622.xlsm#,#N/A,W11622.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11622.dwg#,W11622_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11622_SCANNED.PDF#,W11622,A,16.246,16.24,66,66,3.9370 RACE,3.9364 RACE,3,INTERPRINT,"66""",,"INTERPRINT, INC.",A-1309-872,*,,13-Oct-15,,W,,30-Sep-15,W11622
#N/A,W11623.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11623.xlsm#,#N/A,W11623.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11623.dwg#,W11623_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11623_SCANNED.PDF#,W11623,*,5.246,5.246,49.606,49.6,1.3784,1.378,4,CARNEVALLI,"49""",,CONTOMETROS ESPECIALES,0617 0100,*,,9-Oct-15,,W,,15-Oct-15,W11623
#N/A,#N/A,#N/A,W11624.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11624.dwg#,W11624_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11624_SCANNED.PDF#,W11624,A,6.768,6.768,A,A,2.5598,2.5588,5,FLEXOTECNICA,,SEALED AIR,SEALED AIR,IMP. 6 Y 7,*,,14-Oct-15,,W,,15-Oct-15,W11624
W11625.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11625.xlsx#,#N/A,#N/A,W11625.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11625.dwg#,W11625_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11625_SCANNED.PDF#,W11625,*,4.8,4.8,28,28,1.0005,1.0001,4,CARDINAL BRANDS,"28"" MERCURY",MOORE WALLACE,MOORE WALLACE,PO,*,,13-Oct-15,,W,,15-Oct-15,W11625
#N/A,W11626.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11626.xlsm#,#N/A,W11626.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11626.dwg#,W11626_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11626_SCANNED.PDF#,W11626,*,6.126,6.126,46.496,46.49,1.772,1.771,2,BAVARIA S.A.,"46""",,BAVARIA S.A. - COLOMBIA,PO,*,,23-Sep-15,,W,,16-Dec-15,W11626
#N/A,W11627.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11627.xlsm#,#N/A,W11627.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11627.dwg#,W11627_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11627_SCANNED.PDF#,W11627,*,5.276,5.276,44.882,44.88,1.1812,1.1808,5,PAPELERA DE LOS ANDES- PERU,MACHINE: WILL 2-3,,PAPELERA DE LOS ANDES- PERU,001-15,*,,4-Dec-15,,W,,15-Oct-15,W11627
#N/A,W11628.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11628.xlsm#,#N/A,#N/A,#N/A,W11628,*,,,,,,,,,,,,,,,,,W,,18-Nov-15,W11628
#N/A,W11629.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11629.xlsm#,#N/A,W11629.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11629.dwg#,#N/A,W11629,*,,,,,,,,,,,,,,,,,W,,18-Nov-15,W11629
#N/A,W11630.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11630.xlsm#,#N/A,W11630.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11630.dwg#,W11630_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11630_SCANNED.PDF#,W11630,*,4.745,4.745,43.75,43.75,1.9692,1.9687,4,ROTO-DYNE - PMD,"43"" WEAVER POPCORN ROLL",,EASY PAK,A110736,*,,12-Nov-15,,W,,18-Nov-15,W11630
#N/A,W11631.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11631.xlsm#,#N/A,W11631.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11631.dwg#,W11631_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11631_SCANNED.PDF#,W11631,*,6.844,6.844,65.748,65.74,1.5753,1.5749,5,LEMO,MULTIFLEX 1700/1600,GRUPO FUNSAM,GRUPO FUNSAM,PO108136201,*,,12-Feb-16,,W,,16-Dec-15,W11631
W11632.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11632.xlsx#,#N/A,#N/A,W11632.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11632.dwg#,#N/A,W11632,*,6.502,6.502,50.866,50.86,1.5752,1.5748,5,UTECO,"50""","ANAGRAM INTERNATIONAL, MN","ANAGRAM INTERNATIONAL, MN",PO15802902,*,,12-Feb-16,,W,,16-Dec-15,W11632
#N/A,#N/A,#N/A,W11633.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11633.dwg#,W11633_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11633_SCANNED.PDF#,W11633,*,6.502,6.502,50.748,50.74,1.5752,1.5748,5,UTECO,"50""","ANAGRAM INTERNATIONAL, MN","ANAGRAM INTERNATIONAL, MN",PO15998002,*,,16-Feb-16,,W,,16-Dec-15,W11633
#N/A,#N/A,#N/A,W11634.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11634.dwg#,W11634_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11634_SCANNED.PDF#,W11634,*,5.502,5.502,50.866,50.86,1.5752,1.5748,5,UTECO,"50""","ANAGRAM INTERNATIONAL, MN","ANAGRAM INTERNATIONAL, MN",PO15997701,*,,16-Feb-16,,W,,16-Dec-15,W11634
#N/A,W11635.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11635.xlsm#,#N/A,W11635.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11635.dwg#,#N/A,W11635,*,10.394,10.39,116.142,116.1,2.9534,2.9529,7,PERINI,"116""",,"SCA TISSUE - CHEROKEE, AL",PO108137301,*,,16-Feb-16,,W,,16-Dec-15,W11635
W11636.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11636.xlsx#,#N/A,#N/A,W11636.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11636.dwg#,W11636_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11636_SCANNED.PDF#,W11636,*,7.003,7.003,54,54,1.9685,1.9681,5,ROBINETTE CO.,"R-2/R-3 54""",,ROBINETTE CO.,0327-011,A,,12-Feb-16,,W,,16-Dec-15,W11636
W11637.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11637.xlsx#,#N/A,#N/A,W11637.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11637.dwg#,W11637_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11637_SCANNED.PDF#,W11637,A,11,11,69,69,3,2.998,3,"DRI-TEC UNLIMITED, LLC","69""",,"MONDI, NJ",106-454C,*,,16-Feb-16,,W,,16-Dec-15,W11637
#N/A,W11638.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11638.xlsm#,#N/A,#N/A,#N/A,W11638,*,,,,,,,,,,,,,,,,,W,,16-Dec-15,W11638
W11639.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11639.xlsx#,#N/A,#N/A,W11639.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11639.dwg#,W11639_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11639_SCANNED.PDF#,W11639,*,7.555,7.555,66,66,2.437,2.4355,1,UNKNOWN,"66""",LEN-TEX CORPORATION,LEN-TEX CORPORATION,PO108139101,*,,25-Feb-16,,W,,16-Dec-15,W11639
#N/A,#N/A,#N/A,W11640.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11640.dwg#,#N/A,W11640,*,,,,,,,,,,,,,,,,,W,,16-Dec-15,W11640
W11641.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11641.xlsx#,#N/A,#N/A,W11641.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11641.dwg#,#N/A,W11641,*,10.335,10.33,111,111,1.9687,1.9684,5,THE WARD MACHINERY CO.,"111""",WESTROCK,WESTROCK,PO600194701,*,,4-Mar-16,,W,,8-Mar-16,W11641
#N/A,W11642.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11642.xlsm#,#N/A,W11642.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11642.dwg#,W11642_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11642_SCANNED.PDF#,W11642,D,14.247,14.24,136,136,5.424 TAPERED,5.423 TAPERED,8,KIMBERLY CLARK,GRAVURE TM5,,"KIMBERLEY CLARK - MARINETTE, WI",32675,002,,11-Mar-16,,W,,1-Apr-16,W11642
#N/A,#N/A,#N/A,W11642A.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11642A.dwg#,W11642A_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11642A_SCANNED.PDF#,W11642A,*,15,15,136,136,11.750 BORE,11.750 BORE,0,KIMBERLY CLARK,ROUGH TUBE,,"KIMBERLEY CLARK - MARINETTE, WI",32675,002,,11-Mar-16,,W,,13-May-16,W11642A
#N/A,#N/A,#N/A,W11642B.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11642B.dwg#,W11642B_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11642B_SCANNED.PDF#,W11642B,B,11.75,11.75,34,34,5.424 TAPERED,5.423 TAPERED,8,KIMBERLY CLARK,JOURNAL,,"KIMBERLEY CLARK - MARINETTE, WI",32675,002,,11-Mar-16,,W,,13-May-16,W11642B
#N/A,W11643.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11643.xlsm#,#N/A,W11643.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11643.dwg#,W11643_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11643_SCANNED.PDF#,W11643,*,7.003,7.003,24,24,1.9689,1.9684,6,ROBINETTE CO.,"24""",,ROBINETTE CO.,1081-043,*,,29-Mar-16,,W,,1-Apr-16,W11643
W11644.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11644.xlsx#,#N/A,#N/A,W11644.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11644.dwg#,W11644_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11644_SCANNED.PDF#,W11644,*,4.508,4.508,41.339,41.33,1.1816,1.1812,4,ANIBAL TRICOTTI,"41""",,NOEMI SZPIRO,PO,*,,29-Mar-16,,W,,1-Apr-16,W11644
W11645.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11645.xlsx#,#N/A,#N/A,W11645.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11645.dwg#,W11645_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11645_SCANNED.PDF#,W11645,*,4.944,4.944,57,57,1.3785,1.378,4,WOLVERINE,"57"" 1/4 CIRC PITCH",,WOLVERINE,100C199,*,,5-Apr-16,,W,,5-Apr-16,W11645
#N/A,W11646.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11646.xlsm#,#N/A,W11646.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11646.dwg#,#N/A,W11646,A,5.015,5.015,41.732,41.73,1.5753,1.5748,5,UNKNOWN,"41""","UNITED MEDICAL - AUGUSTA, GA","UNITED MEDICAL - AUGUSTA, GA",PO108165401,*,,12-Apr-16,,W,,13-Apr-16,W11646
W11647.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11647.xlsx#,#N/A,#N/A,W11647.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11647.dwg#,#N/A,W11647,*,6.921,6.921,57.48,57.48,1.969,1.9686,4,W & H,"57""","IMAFLEX - THOMASVILLE, NC","IMAFLEX - THOMASVILLE, NC",PO108164401,*,,13-Apr-16,,W,,13-Apr-16,W11647
W11648.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11648.xlsx#,#N/A,#N/A,W11648.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11648.dwg#,W11648_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11648_SCANNED.PDF#,W11648,*,5.6,5.6,61.625,61.62,1.5753,1.5749,6,CARINT,"61""","BONITA PIONEER - PORTLAND, OR","BONITA PIONEER - PORTLAND, OR",PO,*,,25-Apr-16,,W,,29-Apr-16,W11648
#N/A,W11649.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11649.xlsm#,#N/A,W11649.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11649.dwg#,#N/A,W11649,*,6.437,6.437,74.795,74.79,2.7565,2.756,2,MARTIN,,,,,*,,9-May-16,,W,,26-May-16,W11649
W11650.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11650.xlsx#,#N/A,#N/A,W11650.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11650.dwg#,W11650_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11650_SCANNED.PDF#,W11650,*,6.047,6.047,30,30,2.166,2.1655,4,EVERS,PRESS XLO-3,ENVASES INTERNACIONALES,ENVASES INTERNACIONALES,PO,*,,19-May-16,,W,,26-May-16,W11650
W11651.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11651.xlsx#,#N/A,#N/A,W11651.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11651.dwg#,W11651_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11651_SCANNED.PDF#,W11651,*,5.8,5.8,23.5,23.5,1.125,1.124,4,"DONWALT IND., INC.",GRAVURE STATION #2,,CARMEL PRODUCTS,GRAVURE ROLL 23.5,*,,25-May-16,,W,,26-May-16,W11651
#N/A,W11652.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11652.xlsm#,#N/A,W11652.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11652.dwg#,W11652_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11652_SCANNED.PDF#,W11652,*,4.261,4.261,40.157,40.15,0.9847,0.9843,7,UNKNOWN,"40""",ENVAPOL ENVASESPO,ENVAPOL ENVASES,PO,*,,9-Jun-16,,W,,26-May-16,W11652
W11653.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11653.xlsx#,#N/A,#N/A,W11653.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11653.dwg#,W11653_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11653_SCANNED.PDF#,W11653,*,7.39,7.39,98.425,98.42,2.7567,2.756,3,MARTIN,"98""",,CANTONES AMERICA,022325,*,,10-Jun-16,,W,,23-Jun-16,W11653
#N/A,W11654.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11654.xlsm#,#N/A,W11654.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11654.dwg#,W11654_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11654_SCANNED.PDF#,W11654,A,6.685,6.685,61.811,61.81,1.7721,1.7715,7,NORDMECCANICA,"61""","PORTCO - WOODLAND, WA","PORTCO - WOODLAND, WA",PO,*,,20-Jun-16,,W,,23-Jun-16,W11654
W11655.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11655.xlsx#,#N/A,#N/A,W11655.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11655.dwg#,W11655_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11655_SCANNED.PDF#,W11655,*,4.775,4.775,66.535,66.53,1.9689,1.9683,4,"RG ENGINEERING, INC.","66…""",PINNACLE COATING & CONVERTING,PINNICLE COATING & CONVERTING,PO108184601,*,,22-Jun-16,,W,,23-Jun-16,W11655
#N/A,W11656.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11656.xlsm#,#N/A,W11656.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11656.dwg#,W11656_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11656_SCANNED.PDF#,W11656,*,7.01,7.01,64,64,1.2504,1.2499,3,"FAUSTEL, INC.",FLEXOMATIC,"BURROWS PAPER, IA","BURROWS PAPER, IA",PO106296402,*,,29-Jun-16,,W,,23-Jun-16,W11656
#N/A,W11657.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11657.xlsm#,#N/A,W11657.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11657.dwg#,W11657_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11657_SCANNED.PDF#,W11657,*,4.511,4.511,25.984,25.98,1.378,1.377,4,KUEN YUH MACHINERY ENGINEERING CO.,"25""",,PRIME SOLUTIONS,37.00.000,*,,8-Jul-16,,W,,12-Jul-16,W11657
#N/A,W11658.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11658.xlsm#,#N/A,W11658.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11658.dwg#,W11658_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11658_SCANNED.PDF#,W11658,*,4.944,4.944,52,52,1.3785,1.3781,4,WOLVERINE,"52""",CREATIVE COLOR DISPLAY,CREATIVE COLOR DISPLAY,PO106308702,*,,4-Aug-16,,W,,10-Aug-16,W11658
W11659.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11659.xlsx#,#N/A,#N/A,W11659.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11659.dwg#,#N/A,W11659,*,3.85,3.85,41.732,41.73,0.9843,0.9838,6,"PAPELES VENEZOLANOS, C.A.","COMEXI 41""",,PAVECA - VENEZUELA,873-400-A-001,*,,17-Aug-16,,W,,25-Aug-16,W11659
#N/A,W11660.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11660.xlsm#,#N/A,W11660.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11660.dwg#,#N/A,W11660,*,,,,,,,,,,,,,,,,,W,,8-Sep-16,W11660
W11661.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11661.xlsx#,W11661.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11661.xlsm#,#N/A,W11661.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11661.dwg#,W11661_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11661_SCANNED.PDF#,W11661,*,5.01,5.01,37,37,1.3785,1.3781,2,WOLVERINE,"37""",BROADWAY INDUSTRIES,BROADWAY INDUSTRIES,PO108126802,*,,25-Aug-16,,W,,8-Sep-16,W11661
#N/A,W11662.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11662.xlsm#,#N/A,W11662.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11662.dwg#,W11662_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11662_SCANNED.PDF#,W11662,A,8.518,8.518,98.425,98.42,2.7565,2.756,3,MARTIN,"98"" 924 NT",CARTONES AMERICA,CARTONES AMERICA,PO,*,,7-Sep-16,,W,,8-Sep-16,W11662
W11663.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11663.xlsx#,#N/A,#N/A,W11663.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11663.dwg#,W11663_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11663_SCANNED.PDF#,W11663,*,5.92,5.92,40,40,1.937,1.9365,3,UNKNOWN,"40""",HARBOR PACKAGING,HARBOR PACKAGING,PO,*,,20-Sep-16,,W,,21-Sep-16,W11663
#N/A,W11664.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11664.xlsm#,#N/A,W11664.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11664.dwg#,W11664_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11664_SCANNED.PDF#,W11664,*,5.154,5.154,50.394,50.39,1.5755,1.5749,4,FEVA FFR,"50"" - MODEL 1200",,PRIME SERVICE/POLIPAK,PO,*,,3-Oct-16,,W,,20-Oct-16,W11664
